ClientID,TransactionFreq,AvgTransactionValue_USD,ProductA_holding,ProductB_holding,ProductC_holding,ProductD_holding,ServiceUsage_score,ChurnRiskScore
500512,32.77,632.05,1,1,0,0,5.92,24.56
500513,15.3,142.36,1,0,0,0,7.38,23.69
500514,28.44,73.46,1,1,0,1,9.08,9.26
500515,6.62,181.36,0,0,0,1,6.65,15.63
500516,15.99,57.25,1,0,0,1,9.92,0.0
500517,14.25,121.12,0,0,0,0,3.8,45.09
500518,28.76,898.57,0,0,0,0,3.61,25.31
500519,19.3,178.5,1,0,0,0,8.28,19.62
500520,3.38,100.32,0,0,0,0,5.03,23.81
500521,8.83,223.08,0,1,0,0,10.0,5.9
500522,10.91,134.27,0,1,0,0,8.91,11.64
500523,24.54,353.93,1,1,0,1,9.36,0.0
500524,23.64,134.88,0,1,1,0,8.09,10.59
500525,15.9,255.32,1,0,0,0,4.84,28.04
500526,14.16,117.07,0,0,0,0,3.51,42.42
500527,23.01,918.82,0,0,1,0,9.19,5.71
500528,10.09,290.21,0,1,0,0,3.8,41.13
500529,21.2,203.08,1,0,0,0,9.35,18.31
500530,20.61,187.26,1,0,0,0,7.71,24.49
500531,16.08,162.25,1,0,0,0,6.36,25.8
500532,20.78,144.77,1,0,1,1,7.3,9.94
500533,18.71,142.6,1,0,1,1,7.34,28.46
500534,21.48,553.75,0,0,0,0,6.14,28.02
500535,8.66,162.34,0,1,1,0,9.07,2.29
500536,22.3,68.2,1,1,0,0,9.0,10.34
500537,25.19,115.86,0,0,0,0,6.78,22.63
500538,20.25,366.46,0,1,0,0,5.42,17.86
500539,22.21,191.49,0,1,0,1,8.85,7.0
500540,17.23,204.36,0,0,0,0,2.86,25.87
500541,24.24,418.65,0,0,0,0,7.3,19.8
500542,18.46,143.48,1,1,0,0,7.83,25.87
500543,9.96,311.52,0,0,0,0,5.01,18.24
500544,23.74,152.37,0,1,0,0,8.25,10.47
500545,6.56,301.98,0,0,0,0,6.45,15.77
500546,19.98,177.42,1,0,0,0,5.52,22.05
500547,15.31,192.63,0,0,1,1,8.23,11.94
500548,14.86,345.4,0,1,0,0,4.55,21.02
500549,19.2,331.97,1,1,1,0,8.06,15.22
500550,13.03,200.87,0,0,0,0,2.93,44.88
500551,21.59,169.73,0,0,1,1,7.01,8.22
500552,18.4,530.15,0,0,0,0,6.58,32.32
500553,13.68,304.22,1,0,0,0,5.53,14.05
500554,27.37,177.42,0,0,1,0,7.2,8.98
500555,19.43,153.61,0,1,1,0,6.36,14.34
500556,22.42,386.57,1,0,1,1,8.4,2.47
500557,27.92,234.42,0,0,0,1,7.51,11.11
500558,27.8,201.07,1,0,0,0,7.31,24.27
500559,22.06,234.36,0,1,1,1,7.03,12.46
500560,15.88,264.92,0,1,0,0,5.65,29.5
500561,7.99,213.25,0,0,0,0,5.96,40.25
500562,19.45,426.52,0,1,0,0,6.95,10.74
500563,25.66,439.78,1,1,0,0,6.19,25.47
500564,20.48,294.76,0,0,0,0,8.5,16.29
500565,1.0,468.59,1,0,0,0,6.67,42.12
500566,24.09,221.03,0,1,0,1,7.18,7.55
500567,24.52,321.6,1,0,0,0,3.98,35.29
500568,15.89,382.25,0,1,0,0,8.2,6.83
500569,24.92,385.33,0,0,0,0,5.45,26.74
500570,22.4,364.1,0,0,0,0,4.62,26.42
500571,13.2,311.31,1,0,0,0,9.46,11.63
500572,26.9,645.51,1,1,0,0,7.76,1.74
500573,9.13,163.5,1,0,0,1,8.26,26.29
500574,17.6,202.0,1,0,0,0,7.32,27.06
500575,16.9,195.52,0,0,1,0,6.33,29.67
500576,12.22,179.68,0,0,1,0,6.0,19.91
500577,20.13,73.69,0,1,1,1,7.9,0.0
500578,27.17,468.63,1,1,1,1,8.54,8.79
500579,26.73,125.12,1,0,0,0,6.38,18.76
500580,23.07,241.54,1,1,0,1,10.0,0.0
500581,6.13,100.65,0,0,0,0,6.14,28.26
500582,8.65,309.52,0,1,0,0,3.99,37.36
500583,19.16,142.83,0,1,0,0,3.4,50.48
500584,17.76,117.78,0,1,0,0,3.46,32.37
500585,14.51,244.82,0,1,0,0,5.76,12.54
500586,31.34,149.64,0,0,1,0,6.08,26.6
500587,18.74,160.43,1,1,0,0,7.73,12.18
500588,21.8,241.8,0,0,0,0,6.45,22.57
500589,24.92,341.59,0,1,0,0,8.02,16.28
500590,18.38,140.26,1,0,0,0,6.58,19.55
500591,36.14,127.55,0,0,0,0,6.52,34.09
500592,11.42,222.86,0,1,0,0,5.46,24.93
500593,13.76,295.96,0,1,0,0,9.06,1.18
500594,11.4,491.83,1,0,0,0,3.74,44.98
500595,28.94,122.05,1,1,0,0,7.04,1.09
500596,23.61,184.7,0,1,0,0,6.17,34.41
500597,14.19,420.02,1,0,0,0,7.91,6.27
500598,11.95,651.21,1,0,0,1,6.46,19.61
500599,27.69,127.41,1,0,0,1,6.52,1.39
500600,20.53,146.54,1,1,0,0,6.02,23.0
500601,27.87,271.3,0,1,1,0,9.01,2.93
500602,17.58,160.11,0,0,0,0,6.5,30.6
500603,21.58,144.9,1,0,1,0,10.0,0.0
500604,20.1,251.66,0,1,0,0,6.99,20.81
500605,13.63,515.85,1,0,0,0,6.54,25.16
500606,16.99,107.06,1,0,1,0,6.24,36.97
500607,9.71,501.55,0,0,0,0,7.52,34.14
500608,21.46,160.37,0,0,0,0,5.44,49.39
500609,23.33,266.08,1,0,0,0,6.76,14.8
500610,24.93,527.74,0,0,0,0,6.51,17.4
500611,22.67,263.11,1,1,0,0,7.09,9.69
500612,17.1,186.79,0,0,0,1,7.13,18.75
500613,28.86,326.56,1,0,0,0,7.22,12.57
500614,24.25,200.01,0,0,1,1,6.67,16.05
500615,27.72,293.06,1,0,0,0,9.32,8.36
500616,28.16,196.58,1,1,0,0,7.26,12.38
500617,17.12,353.28,0,1,0,0,10.0,4.56
500618,20.72,102.19,0,0,0,0,6.59,35.96
500619,23.42,125.99,1,0,1,0,8.23,14.71
500620,9.96,101.36,0,0,0,0,5.19,36.02
500621,10.11,213.28,0,1,0,0,9.02,8.49
500622,8.9,94.86,1,0,1,1,5.23,5.02
500623,17.24,150.37,0,0,0,0,7.32,24.76
500624,15.67,119.64,0,0,0,0,6.02,32.4
500625,7.95,496.43,0,1,0,0,7.31,12.04
500626,19.05,127.58,0,0,0,0,6.08,17.44
500627,17.33,108.42,0,1,0,0,5.08,40.87
500628,26.28,252.2,0,0,0,0,6.01,29.76
500629,32.09,556.34,0,1,1,1,9.27,0.0
500630,21.2,206.39,1,0,1,0,7.34,14.13
500631,13.12,215.36,0,1,0,0,4.18,33.97
500632,22.53,447.44,0,1,0,0,8.47,10.89
500633,18.07,356.61,0,0,0,0,4.9,51.14
500634,16.32,278.0,0,0,0,0,7.84,33.74
500635,11.97,159.71,1,0,1,0,7.5,5.27
500636,14.75,282.71,1,0,0,0,7.61,28.02
500637,16.76,104.08,1,0,0,0,9.84,12.6
500638,23.63,156.12,0,0,1,0,5.01,22.82
500639,21.58,483.44,1,1,0,0,7.6,5.89
500640,30.78,450.21,1,1,0,0,8.77,4.48
500641,22.72,279.85,0,0,0,0,5.34,31.86
500642,20.97,76.13,0,0,0,0,5.16,16.96
500643,15.86,113.19,0,1,1,0,5.98,25.87
500644,10.74,151.4,1,0,1,0,7.08,0.0
500645,14.01,200.18,0,0,0,0,3.96,31.95
500646,13.1,110.6,0,0,0,0,7.49,20.02
500647,1.0,192.13,1,0,0,0,3.96,33.81
500648,10.94,581.52,1,0,0,0,8.83,0.0
500649,29.22,274.26,0,0,1,1,7.42,1.06
500650,20.58,248.14,1,1,1,1,9.94,0.0
500651,15.36,125.71,0,0,0,0,7.7,13.32
500652,20.79,89.32,1,1,0,0,5.95,25.01
500653,4.33,111.96,1,0,0,0,5.06,24.82
500654,19.97,87.35,1,0,1,0,6.93,14.13
500655,26.94,229.27,0,0,0,1,6.45,30.37
500656,17.15,271.72,0,0,1,1,8.64,14.35
500657,5.6,129.38,0,0,0,0,4.83,12.98
500658,15.1,238.65,1,1,0,1,10.0,0.0
500659,26.95,493.53,0,1,0,0,8.79,23.27
500660,19.81,645.72,0,0,0,1,6.13,6.29
500661,8.07,336.08,0,0,0,0,9.74,27.96
500662,34.57,199.83,0,0,0,0,5.09,26.0
500663,9.22,330.16,0,0,0,0,6.87,38.76
500664,16.3,462.72,0,0,0,0,4.2,26.0
500665,10.74,72.94,1,0,1,1,9.82,0.0
500666,10.75,497.09,0,0,0,0,3.53,47.1
500667,14.83,163.06,1,0,1,0,3.91,24.25
500668,22.45,163.92,0,1,0,0,5.36,33.18
500669,27.03,180.99,1,0,0,0,8.88,0.71
500670,15.3,262.35,1,0,0,0,8.22,15.65
500671,10.93,119.4,1,0,0,0,6.72,11.42
500672,21.35,188.1,0,0,0,0,8.33,27.26
500673,21.56,293.69,1,1,1,0,6.29,16.89
500674,19.68,248.1,0,0,0,0,7.26,41.92
500675,19.93,271.26,0,1,0,1,9.47,8.7
500676,17.21,184.09,1,1,0,0,6.06,8.25
500677,18.69,322.2,0,0,0,0,5.12,38.94
500678,16.73,393.33,0,0,0,0,7.35,21.75
500679,25.49,380.57,0,0,1,0,7.83,13.89
500680,33.6,278.33,1,0,0,1,6.7,7.58
500681,19.26,368.71,0,1,0,1,8.31,17.98
500682,17.95,355.21,1,0,1,0,6.14,15.68
500683,19.79,958.82,0,1,1,0,6.73,25.22
500684,13.39,429.91,0,0,0,0,7.17,17.9
500685,23.35,209.52,1,0,0,0,7.02,16.48
500686,21.09,133.25,1,0,0,0,9.4,16.12
500687,15.06,190.57,0,0,1,0,7.17,26.53
500688,24.31,183.3,1,0,0,0,5.95,31.87
500689,18.13,291.46,1,0,1,0,7.45,19.34
500690,11.21,149.68,1,0,0,0,8.32,26.7
500691,20.46,423.83,0,0,1,0,7.89,7.44
500692,19.66,102.45,1,0,1,0,7.79,21.44
500693,24.72,89.63,0,1,0,0,3.8,42.29
500694,23.82,204.24,0,0,0,0,2.01,51.57
500695,17.24,138.41,0,0,0,0,8.8,22.98
500696,14.7,110.12,0,1,1,0,7.29,14.76
500697,18.01,154.97,0,0,0,0,6.46,14.76
500698,20.54,144.72,1,1,1,0,7.75,3.74
500699,21.39,221.23,1,0,1,1,9.97,1.81
500700,20.11,156.39,1,0,1,1,9.04,0.0
500701,17.36,163.55,1,1,0,0,8.23,23.99
500702,24.98,219.41,1,0,0,0,4.9,27.2
500703,13.28,384.31,0,0,0,0,5.14,31.65
500704,35.36,494.0,1,0,0,0,2.2,26.64
500705,23.34,238.63,1,0,1,1,7.64,7.49
500706,10.11,249.06,0,0,1,1,8.5,0.0
500707,19.3,198.91,1,0,1,0,8.64,1.3
500708,23.41,286.67,0,0,1,0,7.72,23.3
500709,15.55,272.67,0,0,0,1,6.22,24.1
500710,7.53,456.16,0,0,0,0,5.48,25.94
500711,10.73,77.85,1,1,0,0,5.01,5.38
500712,21.79,193.38,1,0,0,0,6.21,22.68
500713,5.72,265.12,0,0,1,0,4.74,42.1
500714,7.85,216.84,1,0,1,0,9.66,0.0
500715,21.76,131.25,1,0,1,0,4.16,36.68
500716,16.44,107.66,1,1,1,0,6.15,20.36
500717,13.13,342.79,0,0,0,0,3.01,36.33
500718,14.54,145.08,1,0,1,1,7.03,14.45
500719,7.7,83.8,0,1,1,0,6.5,25.88
500720,21.39,352.39,0,0,1,0,5.86,37.47
500721,12.35,283.18,0,0,0,0,4.82,39.46
500722,14.25,206.42,0,0,1,0,6.5,25.17
500723,20.43,133.04,0,1,0,0,5.52,26.81
500724,16.2,206.69,0,0,0,1,6.25,24.05
500725,13.07,429.32,1,0,1,1,10.0,0.0
500726,4.07,90.52,0,0,0,0,6.81,23.69
500727,20.57,93.08,0,1,0,0,7.46,19.7
500728,18.55,155.77,0,1,0,0,5.66,36.09
500729,14.38,216.8,1,0,0,0,5.09,34.14
500730,10.74,167.45,0,1,0,0,6.46,26.88
500731,18.09,313.3,0,1,1,1,10.0,0.0
500732,21.36,400.41,1,0,1,0,5.98,42.21
500733,18.68,256.45,0,0,0,0,7.15,26.63
500734,29.47,299.43,0,0,0,0,5.01,27.63
500735,22.93,255.52,0,0,0,0,1.54,37.82
500736,17.25,221.15,0,0,0,0,5.08,23.2
500737,23.17,108.0,1,0,0,0,10.0,17.93
500738,18.34,124.99,0,1,0,0,7.57,18.6
500739,18.32,104.65,1,1,0,0,9.45,0.0
500740,27.07,202.75,0,1,0,0,5.87,11.08
500741,11.71,249.98,0,0,0,0,2.26,54.39
500742,18.16,99.14,0,0,0,0,4.5,20.01
500743,26.33,228.96,1,0,1,1,7.21,13.16
500744,20.16,135.95,0,1,0,1,6.93,1.6
500745,15.42,122.19,0,1,1,0,6.48,11.01
500746,6.06,155.97,1,0,0,1,5.55,22.07
500747,2.11,118.79,1,0,0,0,8.19,30.54
500748,32.53,307.14,1,0,0,0,5.6,30.81
500749,20.16,200.58,0,0,1,0,7.05,31.15
500750,13.91,344.47,0,1,1,0,6.85,6.26
500751,20.45,172.38,0,0,0,0,5.84,14.81
500752,11.37,176.0,0,1,0,0,4.91,35.33
500753,15.68,616.46,0,0,0,0,5.73,34.07
500754,11.41,90.1,1,0,1,0,9.87,0.0
500755,8.11,445.9,1,0,0,0,8.5,18.99
500756,3.27,546.54,1,1,0,0,8.34,25.15
500757,6.82,335.23,1,0,0,0,5.08,25.89
500758,25.15,183.44,0,0,0,0,3.91,47.43
500759,11.09,482.23,0,0,0,0,8.47,25.71
500760,21.74,184.32,0,1,0,0,8.13,9.51
500761,24.7,149.22,0,0,0,0,6.75,47.64
500762,18.12,177.7,0,0,0,0,5.83,26.99
500763,15.91,160.78,0,0,0,0,3.86,35.32
500764,18.93,130.71,0,0,0,0,8.06,29.94
500765,15.08,405.1,1,0,0,1,8.64,15.62
500766,26.43,143.77,1,0,0,1,5.28,21.36
500767,31.14,216.44,0,0,0,0,5.13,41.34
500768,28.15,99.44,0,1,0,0,8.73,8.78
500769,2.94,223.76,0,1,0,0,5.34,33.9
500770,14.94,116.5,1,1,1,1,9.7,0.0
500771,18.03,114.93,0,0,0,0,6.3,47.62
500772,21.24,207.17,0,0,1,0,5.8,1.36
500773,5.91,393.45,1,1,0,0,6.58,7.76
500774,5.8,280.3,0,0,1,0,5.8,10.73
500775,27.15,291.09,0,0,1,1,8.53,10.11
500776,14.09,204.83,1,0,1,0,8.09,25.76
500777,7.59,182.92,1,0,0,0,8.46,30.71
500778,10.27,339.94,0,0,0,0,6.83,19.04
500779,20.73,161.4,0,1,0,0,5.68,25.69
500780,12.24,348.13,1,0,0,0,6.48,24.86
500781,19.69,434.15,0,0,0,0,5.73,25.66
500782,11.15,138.5,0,0,1,0,9.14,1.52
500783,5.79,150.16,1,1,0,0,8.3,5.34
500784,27.97,162.96,0,0,1,0,6.34,25.72
500785,20.79,98.18,0,1,0,0,4.83,21.77
500786,15.66,169.94,1,0,0,0,9.27,11.46
500787,14.35,450.08,1,0,0,1,6.75,10.03
500788,28.25,123.79,1,1,0,0,6.27,8.62
500789,22.14,456.0,1,0,1,1,9.29,9.12
500790,26.03,173.34,0,0,0,0,5.58,29.77
500791,13.91,703.7,0,0,0,0,5.93,29.0
500792,18.35,151.2,0,0,1,1,6.08,36.37
500793,20.82,203.25,0,0,0,0,4.13,34.11
500794,14.15,133.36,0,1,0,1,7.07,12.35
500795,17.33,150.72,0,0,0,1,5.13,33.7
500796,13.91,459.26,0,0,0,0,5.47,30.88
500797,20.79,285.61,0,0,0,1,5.23,17.34
500798,8.75,387.41,0,0,0,0,5.44,29.87
500799,22.0,106.7,0,0,0,0,4.99,28.58
500800,20.17,315.38,0,1,1,0,6.94,0.0
500801,16.58,128.94,0,0,0,0,6.22,31.09
500802,21.15,105.44,0,0,0,0,6.59,13.73
500803,15.45,250.87,1,1,0,1,10.0,2.5
500804,13.31,249.47,1,1,0,0,6.22,10.06
500805,21.81,226.55,1,1,0,0,7.59,12.75
500806,22.11,326.45,0,0,0,1,7.79,39.08
500807,14.45,355.7,1,1,0,0,6.39,21.52
500808,13.85,493.73,1,0,0,0,6.99,9.73
500809,16.72,114.31,0,1,0,1,6.54,3.2
500810,14.14,502.57,1,0,1,0,6.86,12.51
500811,28.68,619.49,0,1,0,0,5.44,12.22
500812,20.22,179.86,1,1,0,0,5.61,17.39
500813,18.1,87.88,0,0,0,1,6.53,22.89
500814,11.47,102.79,0,0,0,0,2.95,48.9
500815,23.17,170.65,0,1,1,1,9.19,2.6
500816,13.72,666.08,1,0,1,0,10.0,2.92
500817,13.43,222.08,1,1,1,0,6.81,0.0
500818,23.41,156.68,1,1,0,0,7.7,13.83
500819,20.71,150.91,0,1,0,0,8.45,0.68
500820,1.0,106.29,0,0,0,0,4.12,27.13
500821,16.9,355.9,1,0,0,1,8.17,14.06
500822,18.88,209.14,0,0,0,0,5.73,19.84
500823,15.62,698.22,1,1,0,0,10.0,0.0
500824,19.12,310.8,0,0,0,0,6.16,24.95
500825,5.33,347.27,0,0,0,0,8.13,0.0
500826,1.0,192.57,0,0,0,0,6.18,27.13
500827,11.17,120.73,1,0,0,0,10.0,0.0
500828,19.98,136.07,1,0,1,0,5.58,14.57
500829,1.0,103.6,1,0,0,0,8.6,11.93
500830,12.1,362.98,1,0,1,0,7.63,2.69
500831,4.54,178.03,0,1,0,0,7.23,14.93
500832,16.3,371.48,0,0,0,0,6.91,33.09
500833,31.71,237.08,1,0,1,0,5.3,21.08
500834,16.48,187.27,1,0,0,0,1.85,42.81
500835,17.25,115.62,0,0,0,0,8.43,20.2
500836,23.87,259.7,0,1,1,0,5.62,17.83
500837,18.15,195.07,0,1,0,0,8.61,12.25
500838,16.5,361.34,1,0,0,0,7.13,13.9
500839,24.49,148.44,1,0,0,0,8.66,17.05
500840,21.3,308.74,1,0,0,1,7.94,14.68
500841,20.02,542.45,0,0,0,0,2.06,41.78
500842,17.03,255.58,0,1,0,0,7.61,27.08
500843,15.58,338.84,1,0,0,0,5.88,18.4
500844,24.42,301.32,1,1,1,0,8.6,10.97
500845,15.64,624.89,0,0,0,0,7.56,33.93
500846,26.62,269.88,1,0,0,0,7.59,20.37
500847,10.67,323.31,0,0,0,0,6.01,18.91
500848,28.04,215.65,1,0,0,0,4.86,7.85
500849,21.3,143.7,1,0,0,0,5.72,28.35
500850,11.22,113.2,1,0,0,0,3.26,41.15
500851,21.56,441.61,0,0,0,0,5.44,33.56
500852,13.45,126.35,1,0,0,0,3.86,37.65
500853,18.23,331.57,1,0,0,0,3.91,25.27
500854,14.59,276.56,0,1,1,0,6.71,20.46
500855,17.07,364.46,1,1,1,1,7.46,0.0
500856,24.59,165.76,1,0,0,1,6.44,7.77
500857,21.63,142.41,1,0,0,0,5.6,23.21
500858,10.12,270.9,0,0,0,0,4.79,25.07
500859,10.52,187.32,0,0,0,0,5.93,18.88
500860,19.9,111.78,0,0,0,0,5.02,30.7
500861,20.4,638.94,0,0,0,0,6.39,23.09
500862,13.28,142.36,0,0,0,0,3.76,38.19
500863,29.14,127.37,1,1,1,0,7.76,5.62
500864,23.69,192.57,0,0,1,0,5.48,14.56
500865,13.62,438.21,0,1,0,0,7.18,23.0
500866,12.94,66.81,0,1,1,0,8.1,12.04
500867,16.41,418.66,1,1,0,0,7.09,24.52
500868,15.68,133.26,0,0,0,0,7.94,12.21
500869,26.79,254.45,0,0,0,0,2.78,37.02
500870,24.89,151.69,0,0,0,0,5.61,32.72
500871,18.25,657.98,1,0,0,0,8.49,15.98
500872,22.75,235.61,0,0,1,1,7.42,10.83
500873,23.76,149.03,0,0,0,0,9.83,0.0
500874,18.41,186.42,0,1,1,0,9.57,4.12
500875,20.82,231.12,0,0,0,0,7.04,24.75
500876,22.16,242.58,0,0,1,0,6.05,21.57
500877,21.41,280.04,0,0,0,0,4.77,20.27
500878,12.55,219.83,1,1,0,0,5.64,9.32
500879,13.26,103.15,0,1,0,1,5.77,18.66
500880,15.98,182.45,0,0,0,0,5.43,31.48
500881,13.05,307.14,1,0,0,0,4.85,37.5
500882,7.69,152.2,0,0,0,0,7.22,18.1
500883,22.73,318.51,0,1,1,0,9.55,20.75
500884,20.42,223.87,0,0,1,1,8.18,22.32
500885,8.62,195.17,0,0,1,0,5.92,26.71
500886,16.31,424.29,0,1,1,0,8.33,16.9
500887,16.71,84.58,1,1,1,0,7.12,10.48
500888,19.27,151.74,0,0,0,0,6.43,33.13
500889,10.43,433.31,0,0,1,0,6.31,34.85
500890,8.52,601.94,0,0,0,0,6.14,32.02
500891,21.64,773.5,1,0,1,0,7.67,0.0
500892,7.26,226.18,1,1,0,0,6.75,29.81
500893,16.37,283.01,0,0,0,1,5.19,14.48
500894,15.72,344.89,0,0,0,0,5.1,44.04
500895,17.14,443.6,0,0,0,0,7.05,26.32
500896,19.77,261.34,0,0,0,0,7.27,23.81
500897,29.19,366.14,0,1,0,0,5.94,4.76
500898,6.8,283.3,0,0,0,0,4.46,43.91
500899,24.14,293.2,0,0,0,1,8.75,29.16
500900,1.0,132.76,0,1,0,1,8.37,25.99
500901,27.76,183.56,1,0,0,0,2.92,35.61
500902,3.7,165.03,1,1,1,0,8.91,5.18
500903,35.05,114.4,0,0,1,0,6.12,27.43
500904,15.27,88.7,1,0,1,0,6.84,22.51
500905,27.03,174.27,0,0,0,0,8.55,11.24
500906,25.59,190.28,1,0,1,1,9.47,0.0
500907,14.94,233.08,0,0,1,1,8.31,22.51
500908,15.48,298.65,1,1,0,0,6.93,39.11
500909,12.14,243.98,0,0,0,0,4.02,46.87
500910,23.51,191.01,0,0,0,0,2.85,34.77
500911,15.04,132.99,1,0,0,0,8.08,26.43
500912,12.27,356.39,1,0,1,0,8.92,12.13
500913,21.76,208.02,0,1,0,0,5.03,28.39
500914,11.72,173.3,0,0,1,0,6.01,29.6
500915,15.7,198.56,0,0,0,0,5.5,32.88
500916,18.75,147.03,0,0,0,0,5.45,23.07
500917,13.5,164.31,0,0,1,0,8.43,8.9
500918,14.56,161.46,0,0,0,0,6.89,28.89
500919,28.74,187.84,0,0,0,0,6.09,34.42
500920,16.57,315.54,1,1,1,0,10.0,5.8
500921,15.48,275.21,0,0,1,0,3.92,37.4
500922,16.77,515.09,0,0,1,1,7.49,11.74
500923,21.18,428.41,0,0,1,0,4.61,28.67
500924,10.76,645.26,0,0,0,0,6.22,29.28
500925,20.99,299.22,1,0,0,0,6.77,19.7
500926,19.79,296.59,0,0,1,0,8.02,23.1
500927,5.48,168.27,0,0,1,0,6.03,21.17
500928,30.56,346.52,1,0,0,0,5.84,30.05
500929,28.23,153.36,0,0,0,0,6.0,25.9
500930,12.4,97.99,0,0,0,0,4.56,28.04
500931,10.14,509.33,1,0,1,0,7.64,0.0
500932,19.6,110.67,0,0,0,0,7.01,21.7
500933,8.02,280.06,1,0,1,1,7.28,10.84
500934,27.55,135.56,0,0,0,0,6.37,39.89
500935,14.72,408.83,1,0,0,0,6.15,23.83
500936,29.35,440.65,0,1,0,1,8.62,6.22
500937,12.23,294.32,1,0,1,0,8.34,0.0
500938,17.21,436.65,0,0,0,0,9.05,25.38
500939,26.87,220.89,0,0,1,0,7.17,29.51
500940,15.74,751.76,1,1,0,0,8.93,0.0
500941,19.9,331.63,0,0,0,0,5.75,27.53
500942,25.65,134.06,0,0,0,0,6.14,19.49
500943,14.11,228.59,0,0,1,0,8.65,24.79
500944,9.17,202.3,0,1,0,1,8.02,11.74
500945,7.79,191.69,0,0,0,0,5.98,11.72
500946,22.08,88.43,0,0,0,0,4.62,38.27
500947,20.72,272.16,0,0,0,0,6.13,31.85
500948,25.43,102.66,1,1,0,0,5.27,18.74
500949,16.08,54.85,1,1,1,0,9.6,4.63
500950,7.98,182.08,1,0,0,0,7.87,12.96
500951,1.53,145.17,0,0,1,0,5.12,23.4
500952,38.08,136.97,0,1,1,0,4.62,19.3
500953,21.69,39.92,1,0,0,0,5.1,15.8
500954,18.96,137.78,0,0,0,0,5.49,32.29
500955,19.95,199.96,1,0,1,0,6.2,26.66
500956,7.98,155.22,1,1,0,1,8.51,0.0
500957,12.44,272.24,0,0,1,0,4.76,41.75
500958,30.2,473.23,1,1,0,1,10.0,0.0
500959,22.61,292.26,0,0,0,0,4.8,35.1
500960,12.65,386.89,0,0,0,0,3.96,46.47
500961,9.41,404.9,0,0,0,0,9.54,1.52
500962,14.39,125.62,0,0,0,0,8.88,6.99
500963,15.79,280.1,0,1,0,0,6.17,18.67
500964,32.34,380.3,1,0,0,0,7.19,27.43
500965,16.68,173.1,0,0,0,0,7.23,27.18
500966,9.67,142.42,1,0,1,0,6.75,23.8
500967,17.59,294.52,0,0,0,0,4.17,28.74
500968,19.85,97.39,0,0,0,0,2.03,54.12
500969,9.04,120.93,0,0,0,0,4.98,43.32
500970,20.82,152.46,0,0,0,0,9.77,23.59
500971,26.46,281.86,0,1,1,0,9.84,3.63
500972,18.97,248.15,0,1,0,0,6.03,38.42
500973,12.42,388.17,0,1,0,0,4.78,22.64
500974,14.3,132.5,1,0,0,0,7.0,8.74
500975,6.39,128.65,1,1,1,0,7.29,0.66
500976,17.06,293.47,0,1,0,1,7.58,19.74
500977,20.18,141.79,0,0,0,0,1.95,57.43
500978,11.72,157.86,1,0,0,0,10.0,0.91
500979,31.58,79.23,1,0,0,0,8.54,12.02
500980,23.55,258.16,1,0,0,0,6.14,23.65
500981,5.45,513.54,0,1,0,0,5.21,26.01
500982,5.59,124.9,1,0,0,0,8.28,20.01
500983,11.11,385.89,1,0,0,0,7.39,21.62
500984,29.01,212.93,1,1,0,0,6.67,8.98
500985,24.24,83.32,1,0,0,0,7.33,14.72
500986,29.37,134.5,0,0,0,1,6.3,22.32
500987,18.07,130.0,0,1,1,0,7.22,17.46
500988,16.53,184.85,1,1,1,0,7.81,21.39
500989,9.27,277.09,0,1,0,0,7.12,20.29
500990,20.45,608.22,0,0,0,0,7.02,28.92
500991,16.63,100.13,0,1,0,0,9.01,22.41
500992,16.36,168.51,0,0,0,0,3.63,49.88
500993,29.33,134.4,1,1,0,0,5.06,23.25
500994,17.12,109.53,0,0,0,0,6.55,35.69
500995,27.32,231.86,0,0,0,0,5.19,33.58
500996,6.88,220.18,0,1,0,0,5.79,9.67
500997,36.82,81.13,1,1,0,0,8.82,9.9
500998,15.39,222.21,1,0,0,0,6.23,24.05
500999,22.95,113.37,1,1,0,0,3.21,38.02
501000,24.06,221.44,1,1,0,0,5.74,7.47
501001,14.52,442.24,0,0,0,0,6.6,30.12
501002,23.73,283.81,1,0,1,1,6.57,3.82
501003,24.1,242.56,1,0,1,1,7.5,7.94
501004,13.01,164.48,1,0,0,1,7.35,8.05
501005,13.09,228.24,1,0,0,0,6.25,25.88
501006,18.32,299.89,0,0,0,0,4.35,23.75
501007,17.19,283.98,0,0,1,0,5.71,21.36
501008,27.75,208.32,0,0,0,0,5.38,34.86
501009,22.92,247.94,0,0,0,0,5.99,41.03
501010,17.51,106.65,1,0,0,1,7.74,10.12
501011,22.24,146.9,0,0,0,0,7.23,32.79
501012,3.67,324.66,1,0,0,0,7.98,27.42
501013,13.69,349.58,1,0,0,0,5.81,25.58
501014,20.01,231.62,0,0,0,0,9.22,27.74
501015,25.81,496.24,0,1,0,0,7.71,16.96
501016,19.4,290.92,0,0,1,0,6.7,22.2
501017,28.21,193.53,1,0,1,1,7.59,5.92
501018,24.08,112.48,1,0,0,1,5.28,29.23
501019,14.58,485.38,1,0,0,0,2.7,39.93
501020,17.02,336.06,0,0,0,1,5.41,23.6
501021,20.86,591.52,0,0,1,0,7.85,19.67
501022,14.86,724.44,1,0,0,1,6.64,20.97
501023,28.72,108.4,1,1,0,0,6.25,20.8
501024,10.24,108.55,1,0,0,0,4.97,34.65
501025,20.21,45.55,0,0,0,0,2.98,45.95
501026,23.15,364.57,1,1,0,0,9.06,1.46
